City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Breves,BR,-1.6822,-50.4803,84.42,70,91,3.71,overcast clouds
345,Bethel,US,41.3712,-73.414,38.5,90,100,4.61,light rain
346,Baltoji Voke,LT,54.6,25.2,27.05,86,100,16.11,overcast clouds
347,Burns Lake,CA,54.2331,-125.7533,34.5,89,93,6.49,overcast clouds
348,Swan Hill,AU,-35.3378,143.5544,62.17,62,35,9.55,scattered clouds
349,Shimoda,JP,34.6667,138.95,39.31,60,0,29.12,clear sky
350,Nouadhibou,MR,20.931,-17.0347,68.94,58,9,7.16,clear sky
351,Brigantine,US,39.4101,-74.3646,52.07,93,100,6.91,mist
352,Bathsheba,BB,13.2167,-59.5167,79.41,73,75,18.41,broken clouds
353,Hami,CN,42.8,93.45,23.99,36,74,0.78,broken clouds
354,Grand-Santi,GF,4.25,-54.3833,78.76,92,100,2.89,overcast clouds
355,Oktyabrskoye,RU,43.0645,44.7417,37.54,86,75,2.24,broken clouds
356,Catumbela,AO,-12.4314,13.5472,77.54,68,87,7.11,overcast clouds
357,Changji,CN,44.0167,87.3167,2.19,85,75,2.24,mist
358,Nur,PL,52.6683,22.3221,39.78,98,100,8.68,overcast clouds
359,Yuli,NG,9.6989,10.2744,85.39,11,0,7.96,clear sky
360,Karawang,ID,-6.3042,107.3079,77.09,95,100,5.12,overcast clouds
361,Port Elizabeth,ZA,-33.918,25.5701,69.1,62,100,7.94,overcast clouds
362,Milyutinskaya,RU,48.6279,41.6679,32.2,93,100,8.93,overcast clouds
363,Ayan,RU,56.45,138.1667,-4.77,70,99,15.14,overcast clouds
364,Hukuntsi,BW,-24.0,21.75,79.84,49,78,3.87,light rain
365,Port Macquarie,AU,-31.4333,152.9167,61.9,67,83,15.12,broken clouds
366,Vila Velha,BR,-20.3297,-40.2925,80.55,83,75,10.0,broken clouds
367,Letlhakeng,BW,-24.0944,25.0298,79.61,39,96,9.06,overcast clouds
368,Farah,AF,32.5,62.5,48.72,34,4,1.88,clear sky
369,Jambi,ID,-1.6,103.6167,72.95,96,34,1.97,scattered clouds
370,Naliya,IN,23.2667,68.8333,67.75,71,0,8.43,clear sky
371,Beringovskiy,RU,63.05,179.3167,-9.26,89,100,15.3,overcast clouds
372,Yuxia,CN,34.0615,108.6291,32.0,54,33,3.13,scattered clouds
373,Flinders,AU,-34.5833,150.8552,65.8,84,73,7.0,broken clouds
374,Sangar,RU,63.9242,127.4739,-34.19,100,92,1.92,overcast clouds
375,Noumea,NC,-22.2763,166.4572,76.98,84,100,2.33,overcast clouds
376,Wanlaweyn,SO,2.6185,44.8938,80.31,62,11,17.98,few clouds
377,Anadyr,RU,64.75,177.4833,-7.71,74,0,8.66,clear sky
378,Diffa,NE,13.3154,12.6113,72.77,11,1,10.49,clear sky
379,Adrar,MR,20.5022,-10.0711,81.88,7,9,9.08,clear sky
380,Naze,JP,28.3667,129.4833,52.43,60,98,16.53,overcast clouds
381,Waiuku,NZ,-37.25,174.75,73.26,90,100,8.5,overcast clouds
382,Baillif,GP,16.0202,-61.7463,82.63,70,2,9.93,clear sky
383,Mogadishu,SO,2.0371,45.3438,77.85,86,12,19.04,few clouds
384,Opole,PL,50.5,18.0,40.84,89,100,9.4,overcast clouds
385,Ancud,CL,-41.8697,-73.8203,70.43,72,83,6.96,broken clouds
386,Blagoyevo,RU,63.3667,47.9167,-5.71,100,73,1.54,broken clouds
387,Phuket,TH,8.0,98.25,75.42,100,20,1.14,few clouds
388,Phichit,TH,16.25,100.4167,82.99,54,62,10.33,broken clouds
389,Leh,IN,34.1667,77.5833,-0.47,94,98,3.4,overcast clouds
390,Omsukchan,RU,62.5333,155.8,-17.41,71,56,9.19,broken clouds
391,Camana,PE,-16.6228,-72.7111,75.38,70,46,10.69,scattered clouds
392,Tautira,PF,-17.7333,-149.15,80.62,77,50,15.64,scattered clouds
393,Tshikapa,CD,-6.4167,20.8,72.63,86,80,1.36,broken clouds
394,Haines Junction,CA,60.7522,-137.5108,-0.83,99,100,1.88,light snow
395,Oriximina,BR,-1.7656,-55.8661,78.15,78,100,3.71,heavy intensity rain
396,Caravelas,BR,-17.7125,-39.2481,79.72,77,100,4.59,light rain
397,Zyryanka,RU,65.75,150.85,-41.39,100,99,1.16,overcast clouds
398,Las Vegas,US,36.175,-115.1372,47.08,32,0,10.36,clear sky
399,Tiarei,PF,-17.5333,-149.3333,80.62,76,69,17.69,broken clouds
400,Dwarka,IN,22.2394,68.9678,70.45,61,0,8.19,clear sky
401,Beruwala,LK,6.4788,79.9828,74.46,73,13,4.25,few clouds
402,Puerto Narino,CO,-3.7703,-70.3831,75.15,79,98,0.98,moderate rain
403,Tuatapere,NZ,-46.1333,167.6833,49.82,84,99,4.63,overcast clouds
404,Hay River,CA,60.8156,-115.7999,-10.32,91,100,6.67,overcast clouds
405,Manadhoo,MV,5.7667,73.3833,81.63,70,29,9.8,scattered clouds
406,Grootfontein,NA,-19.5667,18.1167,71.73,66,88,6.8,light rain
407,Kenai,US,60.5544,-151.2583,21.02,97,100,5.75,light snow
408,Otradnoye,RU,59.7775,30.8181,19.45,95,80,7.81,broken clouds
409,Camacupa,AO,-12.0167,17.4833,61.77,96,100,4.36,light rain
410,Vrangel,RU,42.7297,133.0839,11.46,60,53,17.45,broken clouds
411,Lixourion,GR,38.2019,20.4314,51.66,76,0,0.0,clear sky
412,Haikou,CN,20.0458,110.3417,61.36,86,100,8.39,overcast clouds
413,Bubaque,GW,11.2833,-15.8333,79.36,62,0,12.41,clear sky
414,Poronaysk,RU,49.2167,143.1167,8.06,85,100,7.23,overcast clouds
415,Provideniya,RU,64.3833,-173.3,-0.24,64,7,14.52,clear sky
416,Charters Towers,AU,-20.1,146.2667,72.86,80,99,6.4,overcast clouds
417,Itoman,JP,26.1247,127.6694,60.82,67,75,18.41,broken clouds
418,Mnogovershinnyy,RU,53.9353,139.9242,-2.51,98,100,5.55,light snow
419,Lethem,GY,3.3803,-59.7968,94.69,36,94,11.1,overcast clouds
420,Okato,NZ,-39.2,173.8833,69.91,91,99,17.85,light rain
421,Isla Mujeres,MX,21.2311,-86.731,84.25,69,32,9.33,scattered clouds
422,Iquitos,PE,-3.7481,-73.2472,82.44,78,75,3.44,broken clouds
423,Tual,ID,-5.6667,132.75,83.66,75,100,15.14,overcast clouds
424,Grong,NO,64.4654,12.3149,35.02,96,100,4.85,overcast clouds
425,Timizart,DZ,36.8,4.2667,57.97,56,50,2.93,scattered clouds
426,Abu Dhabi,AE,24.4667,54.3667,69.91,75,0,3.44,clear sky
427,Boquira,BR,-12.8231,-42.7306,87.58,43,53,4.59,broken clouds
428,Katangli,RU,51.7102,143.2326,4.75,94,100,16.8,light snow
429,Tessalit,ML,20.1986,1.0114,76.37,8,0,14.05,clear sky
430,Fort Saint James,CA,54.4333,-124.25,30.11,96,100,5.08,overcast clouds
431,Lardos,GR,36.0942,28.0157,54.95,57,7,15.19,clear sky
432,Kysyl-Syr,RU,63.8986,122.7617,-31.22,100,89,3.87,overcast clouds
433,Ampanihy,MG,-24.7,44.75,73.98,81,0,16.2,clear sky
434,Paraiso,CR,9.8383,-83.8656,77.88,58,63,5.46,broken clouds
435,Turukhansk,RU,65.8167,87.9833,12.11,93,100,14.05,overcast clouds
436,Salalah,OM,17.0151,54.0924,75.29,60,0,3.44,clear sky
437,Ngunguru,NZ,-35.6167,174.5,71.17,92,76,13.53,broken clouds
438,Aykhal,RU,66.0,111.5,-25.08,100,80,3.42,broken clouds
439,Alyangula,AU,-13.8483,136.4192,81.07,82,100,14.14,overcast clouds
440,Denpasar,ID,-8.65,115.2167,78.46,94,40,3.44,scattered clouds
441,Bandundu,CD,-3.3167,17.3667,79.57,72,97,1.41,light rain
442,Linxia,CN,35.6003,103.2064,17.8,83,100,1.59,overcast clouds
443,Lagoa,PT,39.05,-27.9833,58.08,80,86,19.75,overcast clouds
444,Rio Gallegos,AR,-51.6226,-69.2181,57.25,33,20,9.22,few clouds
445,Galle,LK,6.0367,80.217,75.31,72,36,4.18,scattered clouds
446,Madona,LV,56.8533,26.217,20.98,93,67,10.29,broken clouds
447,Srednekolymsk,RU,67.45,153.6833,-33.84,100,100,1.43,overcast clouds
448,Saint-Philippe,RE,-21.3585,55.7679,80.19,89,100,28.68,moderate rain
449,Atambua,ID,-9.1061,124.8925,74.19,88,100,1.12,overcast clouds
450,Kiama,AU,-34.6833,150.8667,66.0,88,75,1.99,broken clouds
451,Broken Hill,AU,-31.95,141.4333,67.21,32,87,13.33,overcast clouds
452,Vanimo,PG,-2.6741,141.3028,76.73,87,63,3.89,broken clouds
453,Nardaran,AZ,40.5561,50.0056,42.44,87,75,11.5,broken clouds
454,Faya,SA,18.3851,42.4509,59.52,81,35,7.0,scattered clouds
455,Muros,ES,42.7762,-9.0603,58.08,74,99,7.96,overcast clouds
456,Acajutla,SV,13.5928,-89.8275,89.8,55,1,6.13,clear sky
457,Mulatupo,PA,8.9492,-77.7652,83.59,69,18,10.74,few clouds
458,Daru,PG,-9.0763,143.2092,78.19,89,100,10.94,overcast clouds
459,Tobermory,CA,45.2501,-81.6665,4.3,87,100,12.86,overcast clouds
460,Qasigiannguit,GL,68.8193,-51.1922,17.85,96,100,14.05,overcast clouds
461,Togur,RU,58.3631,82.8265,21.13,91,100,12.53,light snow
462,Havre-Saint-Pierre,CA,50.2334,-63.5986,4.06,63,100,8.95,overcast clouds
463,Entre Rios,BR,-11.9419,-38.0844,87.21,52,68,7.7,broken clouds
464,Beloha,MG,-25.1667,45.05,73.78,85,2,20.09,clear sky
465,Azovo,RU,54.6997,73.0237,15.55,83,100,8.97,overcast clouds
466,Sim,RU,54.993,57.6982,25.36,96,100,3.31,overcast clouds
467,Altay,CN,47.8667,88.1167,5.49,55,2,8.79,clear sky
468,Guaraniacu,BR,-25.1008,-52.8781,69.26,98,100,6.8,overcast clouds
469,Kochi,IN,9.9399,76.2602,75.18,79,76,8.93,broken clouds
470,Hamilton,US,39.1834,-84.5333,25.63,86,100,1.01,overcast clouds
471,Ilhabela,BR,-23.7781,-45.3581,80.4,86,82,4.79,broken clouds
472,Colares,PT,38.7992,-9.4469,61.32,65,20,1.01,few clouds
473,Ust-Kuyga,RU,70.0167,135.6,-39.05,100,99,5.19,overcast clouds
474,Neuquen,AR,-38.9516,-68.0591,80.49,32,75,4.61,broken clouds
475,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,72,40,8.05,scattered clouds
476,Winneba,GH,5.3511,-0.6231,83.73,66,12,13.71,few clouds
477,Jurado,CO,7.1053,-77.7641,85.39,64,22,2.01,light rain
478,Kudahuvadhoo,MV,2.6708,72.8944,81.93,74,66,9.26,broken clouds
479,Leningradskiy,RU,69.3833,178.4167,-16.96,89,3,7.81,clear sky
480,Tsabong,BW,-26.0217,22.401,89.33,18,0,14.67,clear sky
481,Acarau,BR,-2.8856,-40.12,83.91,67,100,15.66,overcast clouds
482,San Quintin,MX,30.4833,-115.95,57.76,24,4,1.92,clear sky
483,Antofagasta,CL,-23.65,-70.4,74.21,53,19,11.3,few clouds
484,Shediac,CA,46.2198,-64.5411,19.78,95,100,16.42,snow
485,Yukon,US,35.5067,-97.7625,22.75,59,0,5.75,clear sky
486,Jacqueville,CI,5.2052,-4.4146,85.91,75,4,14.65,clear sky
487,Gari,RU,59.4307,62.3497,11.08,95,100,3.62,overcast clouds
488,Gillette,US,44.2911,-105.5022,32.92,45,0,16.11,clear sky
489,Saint-Francois,FR,46.4154,3.9054,48.42,79,100,5.75,overcast clouds
490,Parrita,CR,9.5201,-84.3225,92.98,58,7,7.49,clear sky
491,Majene,ID,-3.5403,118.9707,78.17,82,99,7.25,overcast clouds
492,Oyabe,JP,36.676,136.8672,36.91,67,100,11.21,snow
493,Menongue,AO,-14.6585,17.691,65.32,86,100,3.58,overcast clouds
494,Westport,US,41.1415,-73.3579,40.75,95,100,5.01,light rain
495,Hammerfest,NO,70.6634,23.6821,22.73,85,100,11.5,snow
496,Yei,SS,4.095,30.6779,81.97,27,96,4.68,overcast clouds
497,Abha,SA,18.2164,42.5053,59.25,82,0,11.5,clear sky
498,Zhigansk,RU,66.7697,123.3711,-36.04,100,87,4.0,overcast clouds
499,Touba,CI,8.2833,-7.6833,92.48,8,30,4.25,scattered clouds
500,Nagato,JP,34.3833,131.2,40.89,57,100,25.97,overcast clouds
501,Catuday,PH,16.2923,119.8062,76.82,80,12,7.05,few clouds
502,Sultanpur,IN,26.2667,82.0667,55.08,76,49,6.15,scattered clouds
503,Jinxiang,CN,27.4327,120.6062,46.27,71,100,9.53,overcast clouds
504,Pedernales,DO,18.0384,-71.744,80.53,66,5,9.06,clear sky
505,Biak,ID,-0.9131,122.8766,76.05,85,100,3.31,overcast clouds
506,Raga,SS,8.4596,25.678,81.61,16,98,5.26,overcast clouds
507,Pandan,PH,14.0453,124.1694,75.04,90,100,5.82,light rain
508,Kumertau,RU,52.7667,55.7833,26.94,78,100,14.41,overcast clouds
509,Honningsvag,NO,70.9821,25.9704,15.55,79,75,26.46,light snow
510,Tupelo,US,34.2576,-88.7034,31.24,82,100,8.99,overcast clouds
511,San Matias,BO,-16.3667,-58.4,86.68,63,100,6.89,overcast clouds
512,Goderich,CA,43.7501,-81.7165,15.91,72,85,6.91,overcast clouds
513,Birao,CF,10.2849,22.7882,82.63,13,6,6.89,clear sky
514,Kalmunai,LK,7.4167,81.8167,76.26,72,7,3.74,clear sky
515,Port Moresby,PG,-9.4431,147.1797,76.93,85,52,7.52,broken clouds
516,Tres Passos,BR,-27.4556,-53.9319,77.59,80,92,5.44,overcast clouds
517,Viedma,AR,-40.8135,-62.9967,65.66,74,100,10.07,overcast clouds
518,Penzance,GB,50.1186,-5.5371,48.27,71,20,24.16,few clouds
519,Alice Springs,AU,-23.7,133.8833,58.55,88,3,0.0,clear sky
520,Tabou,CI,4.423,-7.3528,83.57,68,79,10.18,broken clouds
521,Tarauaca,BR,-8.1614,-70.7656,81.52,89,77,3.85,broken clouds
522,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.45,57,27,10.67,scattered clouds
523,Ust-Koksa,RU,50.2696,85.6108,-3.87,88,33,1.05,scattered clouds
524,Bilma,NE,18.6853,12.9164,66.34,15,4,5.64,clear sky
525,Jieshi,CN,22.8134,115.8257,52.95,75,42,10.71,scattered clouds
526,Safford,US,32.834,-109.7076,41.52,37,0,11.32,clear sky
527,San Lorenzo,PY,-25.3333,-57.5333,85.14,74,100,2.3,overcast clouds
528,Fort Nelson,CA,58.8053,-122.7002,-11.61,77,100,3.44,snow
529,Griffith,US,41.5284,-87.4237,26.06,71,0,1.01,clear sky
530,Luba,GQ,3.4568,8.5547,81.03,78,41,8.52,scattered clouds
531,Gamba,GA,-2.65,10.0,79.63,76,39,7.34,scattered clouds
532,Sungaipenuh,ID,-2.0833,101.3833,64.51,98,100,0.72,light rain
533,Mishan,CN,45.55,131.8833,-2.99,88,28,9.66,scattered clouds
534,Tete,MZ,-16.1564,33.5867,78.89,73,75,12.66,thunderstorm with light rain
535,Vuktyl,RU,63.8567,57.3094,2.32,100,95,2.42,overcast clouds
536,Kati,ML,12.7441,-8.0726,91.35,7,0,7.67,clear sky
537,Ambunti,PG,-4.2365,142.8448,72.97,94,85,1.28,overcast clouds
538,Kulhudhuffushi,MV,6.6221,73.07,81.07,69,24,12.44,few clouds
539,Kalengwa,ZM,-13.4659,25.0027,65.41,94,91,3.27,light rain
540,Kholodnyy,RU,62.7167,147.95,-17.01,82,96,3.94,overcast clouds
541,Hovd,MN,48.0056,91.6419,-9.58,82,12,3.89,few clouds
542,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,102.63,30,53,2.8,broken clouds
543,Mercedes,AR,-34.6515,-59.4307,86.79,54,93,5.12,overcast clouds
544,Tazovskiy,RU,67.4667,78.7,4.77,96,96,5.88,overcast clouds
545,Borogontsy,RU,62.6683,131.1683,-34.82,100,100,0.22,overcast clouds
546,Suifenhe,CN,44.4,131.1667,-3.62,85,72,9.15,broken clouds
547,Cockburn Town,TC,21.4612,-71.1419,75.76,69,0,19.95,clear sky
548,Guerrero Negro,MX,27.9769,-114.0611,56.57,32,0,2.21,clear sky
549,Ixhuatan,MX,16.3569,-94.4825,81.1,54,4,20.98,clear sky
550,Boguchany,RU,58.3814,97.4531,4.14,100,97,3.58,overcast clouds
551,Bani Walid,LY,31.7566,13.9942,59.58,28,0,8.95,clear sky
552,Morondava,MG,-20.2833,44.2833,83.37,75,39,17.2,scattered clouds
553,Betsiamites,CA,48.9413,-68.646,6.69,69,100,7.56,overcast clouds
554,Maridi,SS,4.9158,29.4742,83.73,20,100,4.23,overcast clouds
555,Bata,GQ,1.8639,9.7658,81.75,72,44,9.33,scattered clouds
556,Nizhniy Ingash,RU,56.2,96.53,10.85,93,90,5.61,overcast clouds
557,Hobyo,SO,5.3505,48.5268,77.09,69,6,17.13,clear sky
558,Slawno,PL,54.3628,16.6789,42.6,84,100,15.3,light rain
559,Vao,NC,-22.6667,167.4833,80.08,85,98,14.72,overcast clouds
560,Muzhi,RU,65.3667,64.6667,4.82,96,100,5.1,overcast clouds
561,Baykit,RU,61.67,96.37,6.94,98,100,3.31,overcast clouds
562,Humberto De Campos,BR,-2.5983,-43.4611,84.36,77,94,7.65,overcast clouds
563,Tupik,RU,54.4253,119.9327,-7.76,93,100,3.02,overcast clouds
564,Petropavlovka,RU,50.6114,105.3196,-3.01,93,90,4.18,overcast clouds
565,Jackson,US,42.4165,-122.8345,40.44,78,0,0.0,clear sky
566,Gat,IL,31.61,34.7642,52.48,100,60,6.73,broken clouds
567,Shanghai,CN,31.2222,121.4581,39.92,61,0,1.01,clear sky
568,Codrington,AU,-38.2667,141.9667,54.39,93,48,8.1,scattered clouds
569,Porto Santo,PT,33.072,-16.3415,70.3,82,20,4.61,few clouds
570,Mingyue,CN,43.1069,128.9217,2.8,82,84,13.51,broken clouds
571,High Prairie,CA,55.4334,-116.4858,9.7,94,100,3.51,light snow
572,Fier,AL,40.7239,19.5561,46.45,65,20,4.09,few clouds
573,Buraydah,SA,26.326,43.975,73.85,22,41,16.04,scattered clouds
574,Kalaleh,IR,37.3807,55.4916,61.16,38,14,10.27,few clouds
575,Bambanglipuro,ID,-7.95,110.2833,77.13,88,91,4.18,very heavy rain
576,Kihei,US,20.785,-156.4656,68.85,79,0,5.75,clear sky
577,Mount Darwin,ZW,-16.7725,31.5838,68.43,95,99,1.77,light rain
578,Urumqi,CN,43.801,87.6005,-3.05,85,75,2.24,mist
579,Nenjiang,CN,49.1833,125.2167,-5.89,96,99,3.09,overcast clouds
580,Gladstone,AU,-23.85,151.25,73.33,60,100,12.66,overcast clouds
581,Scalea,IT,39.813,15.7956,54.34,53,100,0.92,overcast clouds
582,Agirish,RU,61.9247,63.0231,4.53,96,82,4.63,broken clouds
583,Saint-Leu,RE,-21.15,55.2833,79.66,78,100,10.87,light rain
584,Skibbereen,IE,51.55,-9.2667,46.11,68,82,17.07,broken clouds
585,Manado,ID,1.487,124.8455,74.17,100,40,1.14,scattered clouds
586,Kindu,CD,-2.95,25.95,72.79,88,99,1.34,moderate rain
587,Havoysund,NO,70.9963,24.6622,16.03,84,100,34.63,overcast clouds
588,Calama,CL,-22.4667,-68.9333,70.29,9,20,14.97,few clouds
589,Komsomolsk,UA,49.0097,33.6455,19.11,94,93,8.97,overcast clouds
590,Batagay-Alyta,RU,67.8006,130.4114,-26.81,99,10,3.69,clear sky
591,Plettenberg Bay,ZA,-34.0527,23.3716,65.26,65,100,6.17,overcast clouds
592,Oksbol,DK,55.6268,8.2876,38.82,90,100,17.31,overcast clouds
593,Juneau,US,58.3019,-134.4197,34.11,94,100,6.91,light snow
594,Olafsvik,IS,64.8945,-23.7142,28.71,72,75,14.27,broken clouds
595,Road Town,VG,18.4167,-64.6167,75.29,100,40,16.11,light intensity shower rain
596,Verkhnetulomskiy,RU,68.6073,31.7962,0.12,91,100,6.11,overcast clouds
597,Whitehaven,GB,54.549,-3.5841,39.81,88,73,5.01,broken clouds
598,Hirara,JP,24.8,125.2833,63.27,73,100,26.53,overcast clouds
599,Yenagoa,NG,4.9247,6.2642,85.78,57,67,10.18,broken clouds
600,Araouane,ML,18.9048,-3.5265,80.37,7,0,7.99,clear sky
601,Yvetot,FR,49.6174,0.7581,44.56,81,51,11.95,broken clouds
602,Launceston,AU,-41.45,147.1667,53.24,85,6,0.0,clear sky
603,Onega,RU,63.9061,38.1404,-1.46,100,76,4.88,broken clouds
604,Aksu,CN,41.1231,80.2644,28.15,55,58,3.33,broken clouds
605,Troitsk,RU,54.0979,61.5773,20.32,89,100,10.02,overcast clouds
606,Biloela,AU,-24.4167,150.5,67.06,71,57,16.84,broken clouds
607,Buala,SB,-8.145,159.5921,80.69,83,100,8.84,overcast clouds
608,Hit,IQ,33.6416,42.8251,55.76,53,53,7.43,broken clouds
609,Manokwari,ID,-0.8667,134.0833,78.28,78,72,2.19,broken clouds
610,Kiunga,PG,-6.1219,141.2906,71.74,100,100,2.28,light rain
611,Waitati,NZ,-45.75,170.5667,53.8,93,100,5.32,overcast clouds
612,Chacabuco,AR,-34.6417,-60.4739,78.8,57,93,3.91,moderate rain
613,Makakilo City,US,21.3469,-158.0858,67.28,83,0,4.61,clear sky
614,Udachnyy,RU,66.4167,112.4,-28.62,100,91,2.35,overcast clouds
615,Calamar,CO,10.2511,-74.9146,85.95,33,3,8.14,clear sky
616,Nampula,MZ,-15.1165,39.2666,76.95,83,75,11.5,light rain
617,North Bend,US,43.4065,-124.2243,39.92,100,100,5.75,overcast clouds
618,Muscle Shoals,US,34.7448,-87.6675,33.66,91,98,3.0,overcast clouds
619,Landerneau,FR,48.4525,-4.2525,48.78,66,20,9.22,few clouds
620,Aparecida Do Taboado,BR,-20.0867,-51.0936,85.48,63,86,4.14,overcast clouds
621,Horsham,GB,51.064,-0.3272,45.91,66,20,12.66,few clouds
622,Graham,US,47.0529,-122.2943,43.41,93,100,1.01,overcast clouds
623,Ahipara,NZ,-35.1667,173.1667,71.15,88,96,14.34,overcast clouds
624,Bilibino,RU,68.0546,166.4372,-9.11,77,0,4.74,clear sky
625,Jacareacanga,BR,-6.2222,-57.7528,87.28,61,96,5.61,overcast clouds
626,Baherden,TM,38.4362,57.4316,58.14,27,25,6.85,scattered clouds
627,Avezzano,IT,42.0402,13.4388,47.68,74,27,4.5,scattered clouds
628,Vaitape,PF,-16.5167,-151.75,80.38,74,20,14.67,few clouds
629,Kizema,RU,61.113,44.8302,-7.51,100,73,0.81,broken clouds
630,Mangan,IN,27.5167,88.5333,46.87,99,100,0.85,light rain
631,San Ramon,US,37.7799,-121.978,54.09,72,0,1.01,clear sky
632,Shenjiamen,CN,29.9576,122.298,41.95,61,4,7.74,clear sky
633,Calvinia,ZA,-31.4707,19.776,80.35,19,6,11.72,clear sky
634,Guangyuan,CN,32.442,105.823,43.59,84,100,2.28,overcast clouds
635,Ekibastuz,KZ,51.6667,75.3667,12.09,77,33,7.16,scattered clouds
636,Morros,BR,-9.4467,-46.3003,86.0,52,98,2.75,overcast clouds
637,Salimpur,IN,28.128,76.2766,49.96,72,0,2.15,clear sky
638,La Troncal,EC,-2.4,-79.3333,102.0,85,96,0.85,light rain
639,Musoma,TZ,-1.5,33.8,73.65,63,100,5.93,overcast clouds
640,Caborca,MX,30.5838,-111.101,49.01,25,0,9.98,clear sky
641,Sovetskiy,RU,61.3614,63.5842,4.8,98,100,2.39,overcast clouds
642,Manuk Mangkaw,PH,4.8,119.85,80.28,77,99,6.89,overcast clouds
643,Karaton,ID,-6.3424,106.1045,75.36,95,100,0.69,overcast clouds
644,Macamic,CA,48.7502,-78.9996,-3.77,80,97,4.54,overcast clouds
645,Aguia Branca,BR,-18.9831,-40.7403,82.08,77,100,5.41,overcast clouds
646,Prijepolje,RS,43.3719,19.6406,34.95,98,73,3.56,broken clouds
647,Chulman,RU,56.8479,124.9104,-6.83,96,100,7.0,overcast clouds
648,Zhuanghe,CN,39.7008,122.9911,15.53,58,0,11.18,clear sky
649,Haverfordwest,GB,51.8017,-4.9691,44.35,79,51,5.99,broken clouds
650,Porto Walter,BR,-8.2686,-72.7439,86.43,62,87,2.06,overcast clouds
651,Paka,MY,4.6374,103.4368,82.33,78,99,10.36,overcast clouds
652,Lai,TD,9.3952,16.2989,83.71,12,21,5.73,few clouds
653,Cauquenes,CL,-35.9671,-72.3225,83.53,33,8,8.25,clear sky
654,Antalaha,MG,-14.9003,50.2788,80.87,74,100,2.91,overcast clouds
655,Toribio,CO,2.9548,-76.2684,74.8,70,26,4.97,scattered clouds
656,Ust-Maya,RU,60.4167,134.5333,-29.24,100,99,0.18,overcast clouds
657,Thunder Bay,CA,48.4001,-89.3168,10.56,72,75,8.05,broken clouds
658,Dingalan,PH,15.3897,121.3929,75.07,87,92,11.79,overcast clouds
659,Chengde,CN,40.9725,117.9361,12.61,44,1,7.94,clear sky
660,Asau,RO,46.4333,26.4,38.32,82,90,5.64,overcast clouds
661,Pithoragarh,IN,29.5833,80.2167,34.23,92,73,2.35,broken clouds
662,Seoul,KR,37.5683,126.9778,18.84,62,0,5.75,clear sky
663,Kerema,PG,-7.9631,145.7785,76.66,90,99,10.0,moderate rain
664,Capreol,CA,46.706,-80.9225,2.91,50,20,1.01,few clouds
665,Alofi,NU,-19.0595,-169.9187,78.69,83,100,8.05,overcast clouds
666,Kokorevka,RU,52.5872,34.2778,17.06,96,100,4.47,overcast clouds
667,Srandakan,ID,-7.9386,110.2506,77.32,88,92,4.27,very heavy rain
668,Lingao,CN,19.9103,109.6859,59.2,85,100,8.63,overcast clouds
669,Rawson,AR,-43.3002,-65.1023,64.98,64,96,27.2,overcast clouds
670,Saint Anthony,US,45.0205,-93.218,8.82,71,75,5.01,broken clouds
671,Union,US,40.6334,-74.2663,41.29,95,100,5.75,light rain
672,Havarna,RO,48.0667,26.65,42.4,65,73,4.79,broken clouds
673,Hvide Sande,DK,56.0045,8.1294,39.0,73,100,20.04,overcast clouds
674,Marica,BR,-22.9194,-42.8186,91.56,80,98,6.31,overcast clouds
675,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,23.59,63,75,8.95,broken clouds
676,Alugan,PH,12.2188,125.4808,75.72,87,100,8.12,overcast clouds
677,Port Keats,AU,-14.25,129.55,80.15,83,100,5.39,overcast clouds
678,Zhezkazgan,KZ,47.8043,67.7144,9.68,79,85,10.92,overcast clouds
679,Ipixuna,BR,-1.7625,-48.8043,82.35,83,88,3.06,overcast clouds
680,Edson,CA,53.5835,-116.4356,6.94,85,100,4.61,overcast clouds
681,Amurzet,RU,47.6967,131.0981,-13.94,95,13,6.62,few clouds
682,Leshukonskoye,RU,64.8989,45.7622,-11.96,100,88,2.44,overcast clouds
683,Coahuayana,MX,18.7333,-103.6833,85.48,30,4,3.44,clear sky
684,Lashio,MM,22.9333,97.75,51.6,61,0,0.54,clear sky
685,Arauca,CO,7.0847,-70.7591,87.8,54,40,9.22,scattered clouds
686,Loandjili,CG,-4.7561,11.8578,80.55,70,83,7.23,broken clouds
687,Puerto Leguizamo,CO,-0.1934,-74.7819,92.43,44,61,3.0,broken clouds
688,Thinadhoo,MV,0.5333,72.9333,82.13,73,99,9.98,overcast clouds
689,Durant,US,33.994,-96.3708,28.49,75,81,15.19,broken clouds
690,Valparaiso,CL,-33.0393,-71.6273,71.24,62,0,9.22,clear sky
691,Kalcheva,UA,45.7374,28.8141,35.98,51,14,3.24,few clouds
692,Louga,RU,58.7372,29.8453,11.5,96,87,7.45,overcast clouds
693,Fairbanks,US,64.8378,-147.7164,1.74,68,100,4.61,overcast clouds
694,Vangaindrano,MG,-23.35,47.6,75.78,92,82,10.85,light rain
