City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
394,Ewa Beach,21.3156,-158.0072,80.55,60,100,14.97,US,2022-01-26 22:29:44
395,Korop,51.5664,32.9586,0.21,100,87,2.77,UA,2022-01-26 22:29:44
396,Baiao,-2.7906,-49.6717,78.21,75,100,1.72,BR,2022-01-26 22:29:45
397,Ayagoz,47.9714,80.4392,4.91,99,100,4.74,KZ,2022-01-26 22:29:45
398,Pisco,-13.7,-76.2167,73.45,64,71,23.02,PE,2022-01-26 22:29:45
399,Iracoubo,5.4802,-53.2011,75.43,88,45,7.18,GF,2022-01-26 22:29:46
400,Mount Isa,-20.7333,139.5,74.97,100,100,9.22,AU,2022-01-26 22:29:46
401,Vao,-22.6667,167.4833,78.06,81,100,13.69,NC,2022-01-26 22:29:46
402,Namibe,-15.1961,12.1522,76.39,81,100,1.32,AO,2022-01-26 22:29:47
403,Stromness,58.965,-3.296,48.45,80,89,52.7,GB,2022-01-26 22:29:47
404,Ulladulla,-35.35,150.4667,74.3,61,39,6.93,AU,2022-01-26 22:26:25
405,Lerum,57.7745,12.2697,43.93,68,75,4.0,SE,2022-01-26 22:30:47
406,Arlit,18.7369,7.3853,58.87,25,30,8.84,NE,2022-01-26 22:30:48
407,Bandarbeyla,9.4942,50.8122,72.97,67,5,15.48,SO,2022-01-26 22:30:48
408,Salinopolis,-0.6136,-47.3561,79.07,82,97,8.57,BR,2022-01-26 22:30:49
409,La Seyne-Sur-Mer,43.0982,5.8847,43.61,81,0,7.14,FR,2022-01-26 22:30:49
410,Kiama,-34.6833,150.8667,76.57,66,89,7.0,AU,2022-01-26 22:27:03
411,Pandan Niog,6.2282,120.5631,81.28,82,71,10.85,PH,2022-01-26 22:30:50
412,Ustye,59.6304,39.736,-2.6,100,99,2.57,RU,2022-01-26 22:30:50
413,Lagoa,39.05,-27.9833,58.69,79,6,12.57,PT,2022-01-26 22:30:50
414,Santa Fe,-31.6333,-60.7,82.02,71,47,7.0,AR,2022-01-26 22:29:14
415,Nizhniy Kuranakh,58.8353,125.4869,-2.33,97,100,7.92,RU,2022-01-26 22:30:51
416,Pacifica,37.6138,-122.4869,65.52,63,0,5.99,US,2022-01-26 22:30:51
417,Brae,60.3964,-1.353,48.11,85,88,30.31,GB,2022-01-26 22:30:52
418,Chernyshevskiy,63.0128,112.4714,-18.42,100,91,3.13,RU,2022-01-26 22:30:52
419,Wicklow,53.0,-6.4167,45.95,96,100,9.75,IE,2022-01-26 22:30:52
420,Wuwei,37.9281,102.6414,18.95,64,65,0.96,CN,2022-01-26 22:30:53
421,Adilcevaz,38.8039,42.7342,29.91,78,96,6.31,TR,2022-01-26 22:30:53
422,Road Town,18.4167,-64.6167,80.69,78,20,5.75,VG,2022-01-26 22:30:53
423,Ambon,-3.6954,128.1814,75.34,88,20,9.22,ID,2022-01-26 22:30:54
424,Husavik,66.0449,-17.3389,28.31,73,100,9.46,IS,2022-01-26 22:30:54
425,Novopetrovskoye,55.9928,36.4719,18.61,97,100,3.13,RU,2022-01-26 22:30:54
426,Yanam,16.7333,82.2167,67.14,95,18,3.27,IN,2022-01-26 22:30:55
427,Slagelse,55.4028,11.3546,42.71,92,95,21.32,DK,2022-01-26 22:30:55
428,Roald,62.5833,6.1333,41.32,93,75,11.5,NO,2022-01-26 22:30:55
429,Puro,12.4841,123.3827,78.1,89,79,9.69,PH,2022-01-26 22:30:56
430,Amudat,1.95,34.95,69.31,47,0,6.17,UG,2022-01-26 22:30:56
431,Sayyan,15.1718,44.3244,48.51,51,0,1.9,YE,2022-01-26 22:30:56
432,Lakatoro,-16.0999,167.4164,85.28,73,99,10.8,VU,2022-01-26 22:30:57
433,Walcz,53.2779,16.4712,35.11,92,100,15.26,PL,2022-01-26 22:30:57
434,Enkoping,59.6361,17.0777,33.94,87,36,8.21,SE,2022-01-26 22:30:57
435,Humaita,-7.5061,-63.0208,73.67,94,100,1.68,BR,2022-01-26 22:30:58
436,Luwingu,-10.2621,29.9271,61.86,92,96,5.57,ZM,2022-01-26 22:30:58
437,Saint-Pierre,-21.3393,55.4781,71.28,68,50,9.22,RE,2022-01-26 22:30:58
438,Kisanga,-7.4362,37.7034,74.23,91,61,4.61,TZ,2022-01-26 22:30:59
439,Nishihara,26.1842,127.7558,66.25,79,40,4.61,JP,2022-01-26 22:30:59
440,Talakan,50.3167,130.3667,-18.67,100,100,0.49,RU,2022-01-26 22:30:59
441,Santa Rosa,14.3122,121.1114,77.86,88,43,7.72,PH,2022-01-26 22:31:00
442,Umkomaas,-30.2067,30.7978,76.68,90,76,8.39,ZA,2022-01-26 22:31:00
443,Oxford,51.7522,-1.256,43.21,88,20,1.01,GB,2022-01-26 22:29:19
444,San Cristobal,7.7669,-72.225,77.18,83,100,2.57,VE,2022-01-26 22:31:01
445,Warrington,53.3925,-2.5802,49.89,83,100,7.0,GB,2022-01-26 22:31:02
446,San Pedro,14.35,121.0167,77.11,91,20,2.3,PH,2022-01-26 22:31:03
447,Hofn,64.2539,-15.2082,31.86,72,100,5.23,IS,2022-01-26 22:31:03
448,Bonavista,48.6499,-53.1147,35.11,75,100,17.07,CA,2022-01-26 22:32:04
449,Krasnoarmeysk,51.0239,45.6969,8.24,98,70,4.18,RU,2022-01-26 22:32:04
450,Tahta,26.7693,31.5021,44.78,52,1,7.58,EG,2022-01-26 22:32:04
451,Tchollire,8.4022,14.1698,68.13,22,100,1.79,CM,2022-01-26 22:32:05
452,Nadvoitsy,63.8667,34.3167,20.64,94,100,8.66,RU,2022-01-26 22:32:06
453,Okhotsk,59.3833,143.3,-7.26,79,100,16.15,RU,2022-01-26 22:32:06
454,Klaksvik,62.2266,-6.589,36.52,90,100,31.41,FO,2022-01-26 22:32:07
455,Urumqi,43.801,87.6005,-1.25,85,75,2.24,CN,2022-01-26 22:32:07
456,Mayumba,-3.432,10.6554,75.87,91,13,1.88,GA,2022-01-26 22:32:07
457,Campbell River,50.0163,-125.2446,33.33,100,100,2.3,CA,2022-01-26 22:30:50
458,Sri Aman,1.2376,111.4621,75.25,94,100,0.0,MY,2022-01-26 22:29:23
459,Tripoli,32.8752,13.1875,53.64,57,55,6.26,LY,2022-01-26 22:32:08
460,Peski,55.2163,38.7626,21.79,100,94,2.66,RU,2022-01-26 22:32:08
461,Kathu,7.9178,98.3332,76.82,80,13,12.64,TH,2022-01-26 22:32:09
462,Hualmay,-11.0964,-77.6139,73.06,78,64,9.42,PE,2022-01-26 22:32:09
463,Gelibolu,40.4103,26.6708,30.06,60,18,1.9,TR,2022-01-26 22:32:09
464,Bekasi,-6.2349,106.9896,78.49,100,20,0.0,ID,2022-01-26 22:32:10
465,Kuching,1.55,110.3333,75.42,100,40,2.3,MY,2022-01-26 22:32:10
466,Shenjiamen,29.9576,122.298,48.72,86,100,18.81,CN,2022-01-26 22:32:11
467,Adrar,20.5022,-10.0711,67.19,17,56,7.45,MR,2022-01-26 22:32:11
468,Paamiut,61.994,-49.6678,10.54,73,100,15.95,GL,2022-01-26 22:32:11
469,Broome,42.2506,-75.833,16.38,60,0,6.91,US,2022-01-26 22:32:12
470,Georgiyevka,43.0369,74.7114,21.24,79,0,6.71,KZ,2022-01-26 22:32:12
471,Kande,9.9578,1.0447,73.76,18,0,4.27,TG,2022-01-26 22:32:13
472,Kasane,-17.8167,25.15,65.71,96,100,5.82,BW,2022-01-26 22:32:13
473,Paracuru,-3.41,-39.0306,82.42,82,100,12.46,BR,2022-01-26 22:32:13
474,Turukhansk,65.8167,87.9833,-8.5,94,81,13.13,RU,2022-01-26 22:32:14
475,Mount Gambier,-37.8333,140.7667,76.91,73,9,5.75,AU,2022-01-26 22:32:15
476,Arnes,60.1211,11.4663,39.87,79,100,6.31,NO,2022-01-26 22:32:15
477,Haicheng,40.8516,122.7475,10.67,71,2,4.94,CN,2022-01-26 22:32:15
478,Kouango,4.9934,19.9619,79.61,22,100,4.92,CF,2022-01-26 22:32:16
479,Wilmington,34.2257,-77.9447,45.91,55,0,10.36,US,2022-01-26 22:30:50
480,Kokstad,-30.5472,29.4241,59.58,90,33,3.18,ZA,2022-01-26 22:32:16
481,Sete,43.4018,3.6966,46.89,60,0,2.98,FR,2022-01-26 22:32:17
482,Akita,39.7167,140.1167,32.94,86,75,4.61,JP,2022-01-26 22:29:20
483,Tobane,-21.95,27.9,69.19,87,100,12.8,BW,2022-01-26 22:32:17
484,Irtyshskiy,58.3333,68.1333,5.11,93,99,7.43,RU,2022-01-26 22:32:17
485,Bac Lieu,9.285,105.7244,74.8,87,41,7.09,VN,2022-01-26 22:32:18
486,Pokhara,28.2333,83.9833,44.42,61,46,5.06,NP,2022-01-26 22:32:18
487,Kedrovyy,56.1667,91.8167,3.87,99,100,2.68,RU,2022-01-26 22:32:19
488,Korla,41.7597,86.1469,21.78,70,0,3.0,CN,2022-01-26 22:32:19
489,Tonantins,-2.8731,-67.8022,75.27,97,100,2.55,BR,2022-01-26 22:32:19
490,Surt,31.2089,16.5887,54.37,58,76,9.51,LY,2022-01-26 22:28:39
491,Wolfsburg,52.4333,10.8,40.44,84,100,16.64,DE,2022-01-26 22:32:20
492,Coos Bay,43.3665,-124.2179,54.99,88,0,5.75,US,2022-01-26 22:30:50
493,Muntilan,-7.5811,110.2928,73.72,94,100,2.08,ID,2022-01-26 22:32:20
494,Port Macquarie,-31.4333,152.9167,75.88,52,73,3.42,AU,2022-01-26 22:30:43
495,Ducheng,23.2373,111.5317,63.32,96,48,2.21,CN,2022-01-26 22:32:21
496,Madaripur,23.1753,90.2072,62.28,77,73,5.03,BD,2022-01-26 22:33:21
497,Farah,32.5,62.5,39.56,42,1,1.81,AF,2022-01-26 22:33:22
498,Ler,8.3018,30.1418,80.35,19,43,10.38,SS,2022-01-26 22:33:22
499,Gushi,34.6425,109.5843,33.62,98,100,3.02,CN,2022-01-26 22:33:22
500,Tiarei,-17.5333,-149.3333,86.02,76,95,16.08,PF,2022-01-26 22:33:23
501,Kitakata,37.65,139.8667,37.51,91,78,9.57,JP,2022-01-26 22:33:23
502,Energetik,51.7445,58.7934,21.04,97,100,6.69,RU,2022-01-26 22:33:23
503,Bayji,34.9311,43.487,49.51,45,11,3.04,IQ,2022-01-26 22:33:24
504,Comodoro Rivadavia,-45.8667,-67.5,66.06,52,0,13.8,AR,2022-01-26 22:30:01
505,Hawera,-39.5917,174.2833,69.96,60,100,16.62,NZ,2022-01-26 22:33:24
506,Mecca,21.4267,39.8261,66.24,62,79,12.73,SA,2022-01-26 22:32:18
507,Anchorage,61.2181,-149.9003,26.31,86,75,6.91,US,2022-01-26 22:30:09
508,Tecoanapa,16.5167,-98.75,81.79,66,0,8.55,MX,2022-01-26 22:33:25
509,Ekibastuz,51.6667,75.3667,3.29,90,41,7.81,KZ,2022-01-26 22:33:25
510,Madimba,-10.4,40.3333,77.67,79,91,5.79,TZ,2022-01-26 22:33:26
511,Santiago De Cao,-7.9589,-79.2392,68.13,88,0,8.05,PE,2022-01-26 22:33:26
512,Danilovka,50.3557,44.1168,15.53,97,99,3.83,RU,2022-01-26 22:33:26
513,Souillac,-20.5167,57.5167,71.37,83,20,3.44,MU,2022-01-26 22:33:27
514,Morogoro,-6.8167,37.6667,70.79,94,68,3.02,TZ,2022-01-26 22:33:27
515,Angoche,-16.2325,39.9086,74.44,92,100,8.75,MZ,2022-01-26 22:33:27
516,Douglas,41.3,-96.167,39.13,46,0,10.0,US,2022-01-26 22:33:28
517,Jalu,29.0331,21.5482,47.61,66,6,7.96,LY,2022-01-26 22:33:28
518,Malanje,-9.5402,16.341,62.96,98,100,3.2,AO,2022-01-26 22:33:28
519,Carora,10.1755,-70.0827,82.71,41,87,9.75,VE,2022-01-26 22:33:29
520,Kiunga,-6.1219,141.2906,70.65,99,100,4.16,PG,2022-01-26 22:33:29
521,Bharatpur,27.2167,77.4833,46.4,66,0,6.44,IN,2022-01-26 22:33:29
522,Moose Factory,51.2585,-80.6094,6.8,72,100,25.32,CA,2022-01-26 22:33:30
523,Gushikawa,26.3544,127.8686,66.2,83,0,5.75,JP,2022-01-26 22:33:30
524,Huarmey,-10.0681,-78.1522,73.89,76,25,9.66,PE,2022-01-26 22:33:30
525,Palmas Bellas,9.2319,-80.0867,85.1,78,100,9.42,PA,2022-01-26 22:33:31
526,Dudinka,69.4058,86.1778,4.62,95,100,26.57,RU,2022-01-26 22:33:31
527,Bubaque,11.2833,-15.8333,78.49,65,58,10.58,GW,2022-01-26 22:33:31
528,Chase,50.8165,-119.6857,33.08,87,88,1.25,CA,2022-01-26 22:33:32
529,Peace River,56.2501,-117.286,37.71,69,20,11.5,CA,2022-01-26 22:33:32
530,Caranavi,-15.8167,-67.55,68.16,94,100,2.3,BO,2022-01-26 22:33:32
531,Medveda,56.5081,92.4078,5.18,98,100,2.13,RU,2022-01-26 22:33:33
532,Kaeo,-35.1,173.7833,74.32,73,73,6.42,NZ,2022-01-26 22:33:33
533,Heihe,50.2441,127.4902,-1.62,91,8,5.41,CN,2022-01-26 22:33:33
534,Inhambane,-23.865,35.3833,77.32,88,76,9.31,MZ,2022-01-26 22:33:34
535,Ilanskiy,56.2358,96.065,9.57,96,100,3.4,RU,2022-01-26 22:33:09
536,Lodja,-3.4833,23.4333,69.82,98,100,3.04,CD,2022-01-26 22:33:34
